ticket_id,client_name,project_name,channel,text,ticket_type,churn_risk,project_age_days,open_incidents_30d,sentiment_label,is_phishing,has_pii
169,Client 6,Project 5,whatsapp,"We would like to add a filter by project manager in the main view. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,49,616,0,0.116,0,0
170,Client 3,Project 7,whatsapp,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,47,544,9,0.45,0,0
171,Client 8,Project 3,portal,The integration with the banking service stopped working and payments are not being processed. They mentioned this is important but not blocking production.,Correctivo,82,650,11,0.354,0,0
172,Client 9,Project 8,whatsapp,The system is extremely slow when we try to approve purchase orders. They have already complained several times and nothing has been solved.,Correctivo,69,400,2,-0.449,0,0
173,Client 14,Project 8,email,We want to schedule automatic email summaries of open incidents every Monday. They mentioned this is important but not blocking production.,Evolutivo,66,726,6,-0.045,0,0
174,Client 9,Project 7,portal,The system is extremely slow when we try to approve purchase orders. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,80,607,1,-0.538,0,0
175,Client 1,Project 7,portal,Since the last deployment the invoicing module throws error 500 when generating invoices. They mentioned this is important but not blocking production.,Correctivo,73,95,1,-0.081,0,0
176,Client 15,Project 7,portal,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap. My phone number is 3112345678, call me as soon as possible.",Evolutivo,50,416,12,0.478,0,1
177,Client 9,Project 3,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. They mentioned this is important but not blocking production.,Evolutivo,34,258,0,0.178,0,0
178,Client 4,Project 8,portal,"The user cannot log in to the platform, it says invalid credentials even after password reset. They understand it may take some time, but want visibility on the roadmap. Use this link to verify your account before it is deactivated.",Correctivo,62,188,8,0.359,1,0
179,Client 4,Project 2,email,The integration with the banking service stopped working and payments are not being processed. They have already complained several times and nothing has been solved. You can contact me at john.doe@example.com.,Correctivo,60,638,1,-0.464,0,1
180,Client 9,Project 5,email,The system is extremely slow when we try to approve purchase orders. They have already complained several times and nothing has been solved.,Correctivo,100,619,10,-0.491,0,0
181,Client 7,Project 5,portal,The integration with the banking service stopped working and payments are not being processed. The client is very frustrated and angry about this issue.,Correctivo,88,92,5,-0.414,0,0
182,Client 12,Project 7,portal,We need a new API endpoint to read contract status from an external system. The client would like this to be prioritized next sprint.,Evolutivo,42,182,9,0.353,0,0
183,Client 13,Project 8,email,The integration with the banking service stopped working and payments are not being processed. The client is very frustrated and angry about this issue.,Correctivo,96,605,13,-0.706,0,0
184,Client 14,Project 6,email,We need a new dashboard to monitor monthly KPIs for our projects. They mentioned this is important but not blocking production. You can contact me at john.doe@example.com.,Evolutivo,62,578,6,0.126,0,1
185,Client 14,Project 6,portal,"The user cannot log in to the platform, it says invalid credentials even after password reset. The client would like this to be prioritized next sprint.",Correctivo,85,45,6,0.348,0,0
186,Client 7,Project 4,whatsapp,The integration with the banking service stopped working and payments are not being processed. They have already complained several times and nothing has been solved.,Correctivo,100,359,9,-0.72,0,0
187,Client 2,Project 8,portal,We would like to add a filter by project manager in the main view. They mentioned this is important but not blocking production.,Evolutivo,38,238,11,-0.073,0,0
188,Client 9,Project 7,portal,We would like to add a filter by project manager in the main view. The client would like this to be prioritized next sprint.,Evolutivo,63,186,6,0.128,0,0
189,Client 5,Project 8,whatsapp,"We need a new API endpoint to read contract status from an external system. The client would like this to be prioritized next sprint. My phone number is 3112345678, call me as soon as possible.",Evolutivo,79,687,15,0.34,0,1
190,Client 9,Project 1,email,Since the last deployment the invoicing module throws error 500 when generating invoices. They have already complained several times and nothing has been solved. You can reach me at 3209876543 during office hours.,Correctivo,70,714,1,-0.784,0,1
191,Client 11,Project 8,email,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint.,Evolutivo,37,36,13,0.218,0,0
192,Client 13,Project 3,email,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint.,Evolutivo,68,128,4,0.272,0,0
193,Client 2,Project 6,portal,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production.,Evolutivo,70,500,7,0.31,0,0
194,Client 2,Project 7,portal,"Since the last deployment the invoicing module throws error 500 when generating invoices. They understand it may take some time, but want visibility on the roadmap.",Correctivo,100,416,15,0.003,0,0
195,Client 15,Project 1,email,The report page crashes when we filter by date range. The client is very frustrated and angry about this issue.,Correctivo,87,246,15,-0.558,0,0
196,Client 15,Project 6,email,The integration with the banking service stopped working and payments are not being processed. They mentioned this is important but not blocking production.,Correctivo,77,242,4,-0.003,0,0
197,Client 7,Project 3,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint.,Evolutivo,81,110,11,0.162,0,0
198,Client 13,Project 6,email,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production.,Evolutivo,47,679,8,0.037,0,0
199,Client 2,Project 5,email,We would like to add a filter by project manager in the main view. The client would like this to be prioritized next sprint. Please reply to maria.client@company.com with the solution.,Evolutivo,20,105,2,0.128,0,1
200,Client 1,Project 5,portal,Since the last deployment the invoicing module throws error 500 when generating invoices. The client is very frustrated and angry about this issue.,Correctivo,87,398,8,-0.685,0,0
201,Client 2,Project 6,whatsapp,The integration with the banking service stopped working and payments are not being processed. They say this situation is unacceptable and they are considering leaving the service. Please click here to reset your password immediately.,Correctivo,95,125,10,-0.706,1,0
202,Client 3,Project 3,portal,We need a new API endpoint to read contract status from an external system. The client would like this to be prioritized next sprint.,Evolutivo,61,338,8,-0.062,0,0
203,Client 6,Project 5,email,The system is extremely slow when we try to approve purchase orders. They mentioned this is important but not blocking production.,Correctivo,100,670,15,-0.036,0,0
204,Client 13,Project 6,portal,We want to schedule automatic email summaries of open incidents every Monday. The client would like this to be prioritized next sprint.,Evolutivo,76,372,13,0.08,0,0
205,Client 3,Project 7,portal,We want to schedule automatic email summaries of open incidents every Monday. The client would like this to be prioritized next sprint.,Evolutivo,63,328,15,0.096,0,0
206,Client 15,Project 4,whatsapp,The system is extremely slow when we try to approve purchase orders. They have already complained several times and nothing has been solved.,Correctivo,93,588,5,-0.669,0,0
207,Client 14,Project 7,whatsapp,The report page crashes when we filter by date range. They have already complained several times and nothing has been solved.,Correctivo,100,541,4,-0.823,0,0
208,Client 10,Project 7,whatsapp,We want to schedule automatic email summaries of open incidents every Monday. The client would like this to be prioritized next sprint.,Evolutivo,75,548,13,0.374,0,0
209,Client 2,Project 4,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. The client would like this to be prioritized next sprint.",Correctivo,93,710,11,0.238,0,0
210,Client 2,Project 1,email,"We want to schedule automatic email summaries of open incidents every Monday. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,52,294,7,0.211,0,0
211,Client 7,Project 8,whatsapp,We would like to add a filter by project manager in the main view. The client would like this to be prioritized next sprint.,Evolutivo,33,632,4,0.19,0,0
212,Client 14,Project 3,portal,"The integration with the banking service stopped working and payments are not being processed. They understand it may take some time, but want visibility on the roadmap.",Correctivo,88,349,10,0.19,0,0
213,Client 2,Project 5,email,"We would like to add a filter by project manager in the main view. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,62,147,0,-0.034,0,0
214,Client 9,Project 3,whatsapp,The system is extremely slow when we try to approve purchase orders. They say this situation is unacceptable and they are considering leaving the service. You can reach me at 3209876543 during office hours.,Correctivo,100,193,10,-0.784,0,1
215,Client 12,Project 4,portal,The integration with the banking service stopped working and payments are not being processed. The client is very frustrated and angry about this issue.,Correctivo,95,636,13,-0.797,0,0
216,Client 13,Project 3,portal,The integration with the banking service stopped working and payments are not being processed. They have already complained several times and nothing has been solved.,Correctivo,95,363,6,-0.469,0,0
217,Client 10,Project 7,whatsapp,We would like to add a filter by project manager in the main view. They mentioned this is important but not blocking production.,Evolutivo,51,146,11,0.27,0,0
218,Client 11,Project 3,portal,The report page crashes when we filter by date range. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,77,150,7,-0.553,0,0
219,Client 7,Project 3,portal,We want to schedule automatic email summaries of open incidents every Monday. The client would like this to be prioritized next sprint. Use this link to verify your account before it is deactivated.,Evolutivo,79,680,5,0.194,1,0
220,Client 14,Project 6,email,"The user cannot log in to the platform, it says invalid credentials even after password reset. They understand it may take some time, but want visibility on the roadmap.",Correctivo,84,526,4,0.203,0,0
221,Client 8,Project 3,email,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production. You can reach me at 3209876543 during office hours.,Evolutivo,60,608,0,-0.08,0,1
222,Client 10,Project 2,portal,The system is extremely slow when we try to approve purchase orders. The client would like this to be prioritized next sprint. You can contact me at john.doe@example.com.,Correctivo,86,586,11,0.356,0,1
223,Client 8,Project 5,portal,Since the last deployment the invoicing module throws error 500 when generating invoices. The client would like this to be prioritized next sprint.,Correctivo,100,119,14,0.026,0,0
224,Client 3,Project 3,email,We want to schedule automatic email summaries of open incidents every Monday. They mentioned this is important but not blocking production. You can reach me at 3209876543 during office hours.,Evolutivo,30,241,1,0.219,0,1
225,Client 14,Project 2,email,"We would like to add a filter by project manager in the main view. They understand it may take some time, but want visibility on the roadmap. My phone number is 3112345678, call me as soon as possible.",Evolutivo,75,451,1,-0.024,0,1
226,Client 8,Project 3,whatsapp,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production.,Evolutivo,41,677,8,0.171,0,0
227,Client 9,Project 5,whatsapp,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production.,Evolutivo,53,407,14,0.249,0,0
228,Client 11,Project 6,email,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production.,Evolutivo,57,577,12,0.395,0,0
229,Client 9,Project 3,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint.,Evolutivo,52,526,10,-0.04,0,0
230,Client 8,Project 8,email,"The user cannot log in to the platform, it says invalid credentials even after password reset. They mentioned this is important but not blocking production. You can reach me at 3209876543 during office hours.",Correctivo,72,468,6,-0.005,0,1
231,Client 11,Project 3,email,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production. You can contact me at john.doe@example.com.,Evolutivo,75,435,9,0.293,0,1
232,Client 9,Project 8,email,Since the last deployment the invoicing module throws error 500 when generating invoices. They mentioned this is important but not blocking production. You can contact me at john.doe@example.com.,Correctivo,61,38,10,0.316,0,1
233,Client 6,Project 5,email,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint. Please click here to reset your password immediately.,Evolutivo,84,421,4,0.218,1,0
234,Client 11,Project 3,portal,"The user cannot log in to the platform, it says invalid credentials even after password reset. The client is very frustrated and angry about this issue. Use this link to verify your account before it is deactivated.",Correctivo,100,660,14,-0.83,1,0
235,Client 13,Project 3,email,"The client is asking for an export to Excel for the contracts report. They understand it may take some time, but want visibility on the roadmap. My phone number is 3112345678, call me as soon as possible.",Evolutivo,56,313,2,0.261,0,1
236,Client 4,Project 4,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint. Use this link to verify your account before it is deactivated.,Evolutivo,52,431,9,0.197,1,0
237,Client 6,Project 6,email,The report page crashes when we filter by date range. The client is very frustrated and angry about this issue.,Correctivo,92,426,13,-0.519,0,0
238,Client 1,Project 5,email,The integration with the banking service stopped working and payments are not being processed. They have already complained several times and nothing has been solved.,Correctivo,82,70,1,-0.544,0,0
239,Client 11,Project 3,portal,Since the last deployment the invoicing module throws error 500 when generating invoices. The client is very frustrated and angry about this issue.,Correctivo,100,115,9,-0.413,0,0
240,Client 5,Project 7,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. They say this situation is unacceptable and they are considering leaving the service. My phone number is 3112345678, call me as soon as possible.",Correctivo,64,274,1,-0.842,0,1
241,Client 12,Project 3,whatsapp,"The integration with the banking service stopped working and payments are not being processed. They understand it may take some time, but want visibility on the roadmap. Please reply to maria.client@company.com with the solution.",Correctivo,57,41,5,0.21,0,1
242,Client 6,Project 7,portal,"The report page crashes when we filter by date range. They understand it may take some time, but want visibility on the roadmap.",Correctivo,57,566,2,0.277,0,0
243,Client 14,Project 3,portal,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap. Please click here to reset your password immediately. My phone number is 3112345678, call me as soon as possible.",Evolutivo,33,191,8,0.304,1,1
244,Client 6,Project 7,email,"We want to schedule automatic email summaries of open incidents every Monday. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,33,213,1,0.344,0,0
245,Client 5,Project 2,whatsapp,"We want to schedule automatic email summaries of open incidents every Monday. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,23,411,3,0.441,0,0
246,Client 2,Project 8,portal,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap. My phone number is 3112345678, call me as soon as possible.",Evolutivo,59,348,10,0.174,0,1
247,Client 10,Project 8,email,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint. Use this link to verify your account before it is deactivated.,Evolutivo,83,589,7,0.459,1,0
248,Client 6,Project 1,whatsapp,Since the last deployment the invoicing module throws error 500 when generating invoices. The client is very frustrated and angry about this issue.,Correctivo,92,415,9,-0.69,0,0
249,Client 2,Project 1,email,We would like to add a filter by project manager in the main view. They mentioned this is important but not blocking production. Please click here to reset your password immediately.,Evolutivo,91,562,13,0.485,1,0
250,Client 2,Project 1,portal,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production.,Evolutivo,72,708,4,0.057,0,0
251,Client 6,Project 8,portal,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint. Please reply to maria.client@company.com with the solution.,Evolutivo,29,269,2,0.368,0,1
252,Client 2,Project 6,email,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production. Use this link to verify your account before it is deactivated.,Evolutivo,87,492,9,0.411,1,0
253,Client 4,Project 6,email,The report page crashes when we filter by date range. The client is very frustrated and angry about this issue.,Correctivo,70,123,7,-0.561,0,0
254,Client 14,Project 8,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. They mentioned this is important but not blocking production. You can contact me at john.doe@example.com.,Evolutivo,47,593,7,-0.039,0,1
255,Client 14,Project 7,portal,The system is extremely slow when we try to approve purchase orders. The client is very frustrated and angry about this issue. Use this link to verify your account before it is deactivated.,Correctivo,84,675,2,-0.889,1,0
256,Client 2,Project 1,portal,"We want to schedule automatic email summaries of open incidents every Monday. They mentioned this is important but not blocking production. My phone number is 3112345678, call me as soon as possible.",Evolutivo,37,81,5,0.393,0,1
257,Client 15,Project 3,portal,"The user cannot log in to the platform, it says invalid credentials even after password reset. They have already complained several times and nothing has been solved.",Correctivo,100,316,14,-0.592,0,0
258,Client 1,Project 2,portal,"We need a new API endpoint to read contract status from an external system. The client would like this to be prioritized next sprint. My phone number is 3112345678, call me as soon as possible.",Evolutivo,52,422,4,0.286,0,1
259,Client 8,Project 8,portal,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production. You can reach me at 3209876543 during office hours.,Evolutivo,43,609,10,0.008,0,1
260,Client 9,Project 6,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint.,Evolutivo,67,268,5,0.294,0,0
261,Client 13,Project 4,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. They have already complained several times and nothing has been solved.",Correctivo,100,427,11,-0.741,0,0
262,Client 12,Project 6,whatsapp,The system is extremely slow when we try to approve purchase orders. They mentioned this is important but not blocking production. You can contact me at john.doe@example.com.,Correctivo,59,607,4,0.225,0,1
263,Client 1,Project 6,whatsapp,"We would like to add a filter by project manager in the main view. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,21,236,4,0.006,0,0
264,Client 3,Project 3,email,Since the last deployment the invoicing module throws error 500 when generating invoices. They have already complained several times and nothing has been solved. Use this link to verify your account before it is deactivated.,Correctivo,100,568,11,-0.702,1,0
265,Client 13,Project 8,whatsapp,"We want to schedule automatic email summaries of open incidents every Monday. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,57,354,5,0.434,0,0
266,Client 7,Project 5,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. They understand it may take some time, but want visibility on the roadmap.",Correctivo,79,331,4,0.469,0,0
267,Client 3,Project 6,whatsapp,The integration with the banking service stopped working and payments are not being processed. They have already complained several times and nothing has been solved.,Correctivo,100,256,3,-0.861,0,0
268,Client 14,Project 6,portal,"The user cannot log in to the platform, it says invalid credentials even after password reset. The client is very frustrated and angry about this issue.",Correctivo,74,41,8,-0.725,0,0
269,Client 8,Project 7,email,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production. Use this link to verify your account before it is deactivated.,Evolutivo,96,453,15,0.228,1,0
270,Client 3,Project 8,email,Since the last deployment the invoicing module throws error 500 when generating invoices. The client is very frustrated and angry about this issue.,Correctivo,77,64,9,-0.863,0,0
271,Client 6,Project 8,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. They mentioned this is important but not blocking production. Please click here to reset your password immediately.",Correctivo,100,61,13,-0.006,1,0
272,Client 11,Project 5,portal,We need a new dashboard to monitor monthly KPIs for our projects. They mentioned this is important but not blocking production. Please reply to maria.client@company.com with the solution.,Evolutivo,21,273,3,0.243,0,1
273,Client 14,Project 8,email,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint.,Evolutivo,17,129,0,0.283,0,0
274,Client 13,Project 7,portal,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,59,530,8,0.226,0,0
275,Client 8,Project 1,portal,The report page crashes when we filter by date range. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,99,480,14,-0.618,0,0
276,Client 11,Project 6,whatsapp,The system is extremely slow when we try to approve purchase orders. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,99,453,7,-0.491,0,0
277,Client 8,Project 5,email,The system is extremely slow when we try to approve purchase orders. They have already complained several times and nothing has been solved.,Correctivo,64,434,1,-0.5,0,0
278,Client 3,Project 3,email,"We need a new dashboard to monitor monthly KPIs for our projects. They mentioned this is important but not blocking production. My phone number is 3112345678, call me as soon as possible.",Evolutivo,61,227,4,-0.053,0,1
279,Client 6,Project 2,email,We want to schedule automatic email summaries of open incidents every Monday. They mentioned this is important but not blocking production.,Evolutivo,39,427,12,0.414,0,0
280,Client 2,Project 7,email,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,33,181,3,0.368,0,0
281,Client 5,Project 7,whatsapp,We need a new dashboard to monitor monthly KPIs for our projects. The client would like this to be prioritized next sprint. Use this link to verify your account before it is deactivated. You can reach me at 3209876543 during office hours.,Evolutivo,100,527,15,0.065,1,1
282,Client 1,Project 8,portal,The report page crashes when we filter by date range. They mentioned this is important but not blocking production.,Correctivo,56,411,0,0.087,0,0
283,Client 3,Project 5,whatsapp,"The report page crashes when we filter by date range. They understand it may take some time, but want visibility on the roadmap. You can reach me at 3209876543 during office hours.",Correctivo,100,483,10,0.287,0,1
284,Client 14,Project 1,whatsapp,"We would like to add a filter by project manager in the main view. They understand it may take some time, but want visibility on the roadmap. Please click here to reset your password immediately. My phone number is 3112345678, call me as soon as possible.",Evolutivo,27,192,2,0.204,1,1
285,Client 1,Project 8,email,The report page crashes when we filter by date range. They say this situation is unacceptable and they are considering leaving the service. Please reply to maria.client@company.com with the solution.,Correctivo,100,399,6,-0.647,0,1
286,Client 3,Project 8,whatsapp,We would like to add a filter by project manager in the main view. The client would like this to be prioritized next sprint.,Evolutivo,42,594,11,0.403,0,0
287,Client 1,Project 7,email,"The client is asking for an export to Excel for the contracts report. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,54,196,6,0.035,0,0
288,Client 14,Project 1,portal,The system is extremely slow when we try to approve purchase orders. The client would like this to be prioritized next sprint.,Correctivo,67,165,5,0.051,0,0
289,Client 15,Project 7,portal,The client is asking for an export to Excel for the contracts report. They mentioned this is important but not blocking production.,Evolutivo,73,500,8,0.081,0,0
290,Client 1,Project 6,whatsapp,The report page crashes when we filter by date range. They mentioned this is important but not blocking production.,Correctivo,90,692,9,-0.062,0,0
291,Client 11,Project 5,email,"We need a new dashboard to monitor monthly KPIs for our projects. They understand it may take some time, but want visibility on the roadmap. Please reply to maria.client@company.com with the solution.",Evolutivo,42,183,7,0.142,0,1
292,Client 15,Project 7,portal,"We want to schedule automatic email summaries of open incidents every Monday. They understand it may take some time, but want visibility on the roadmap.",Evolutivo,62,427,1,0.497,0,0
293,Client 11,Project 8,whatsapp,"The user cannot log in to the platform, it says invalid credentials even after password reset. They understand it may take some time, but want visibility on the roadmap. Please click here to reset your password immediately.",Correctivo,100,397,9,0.009,1,0
294,Client 11,Project 6,whatsapp,The report page crashes when we filter by date range. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,100,121,7,-0.69,0,0
295,Client 8,Project 2,portal,We need a new API endpoint to read contract status from an external system. The client would like this to be prioritized next sprint.,Evolutivo,33,84,2,0.2,0,0
296,Client 1,Project 3,email,"We need a new API endpoint to read contract status from an external system. They understand it may take some time, but want visibility on the roadmap. My phone number is 3112345678, call me as soon as possible.",Evolutivo,74,235,10,0.436,0,1
297,Client 8,Project 6,whatsapp,Since the last deployment the invoicing module throws error 500 when generating invoices. They say this situation is unacceptable and they are considering leaving the service.,Correctivo,85,211,10,-0.795,0,0
298,Client 13,Project 2,email,We need a new API endpoint to read contract status from an external system. They mentioned this is important but not blocking production. You can reach me at 3209876543 during office hours.,Evolutivo,46,659,13,0.157,0,1
299,Client 13,Project 4,email,The client is asking for an export to Excel for the contracts report. The client would like this to be prioritized next sprint. Please reply to maria.client@company.com with the solution.,Evolutivo,25,722,0,0.316,0,1
300,Client 14,Project 1,portal,The system is extremely slow when we try to approve purchase orders. They say this situation is unacceptable and they are considering leaving the service. You can reach me at 3209876543 during office hours.,Correctivo,100,327,14,-0.683,0,1
